,gender,age,sign
477038,male,35,Capricorn
3681334,female,27,Gemini
3522575,male,23,Taurus
3362509,female,33,Pisces
2944841,male,15,Leo
3010250,female,27,Sagittarius
3572706,male,17,Gemini
3865063,female,13,Sagittarius
3451166,male,17,Aquarius
4161215,female,13,Virgo
3869305,male,17,Virgo
4173827,female,38,Pisces
4089074,female,14,Gemini
3854685,female,14,Gemini
1214462,male,37,Virgo
3987266,male,14,Virgo
4286149,female,25,Aries
3890927,male,16,Libra
2194379,male,33,Aries
3912191,female,15,Aries
4054452,female,23,Cancer
3815724,male,16,Libra
3001180,female,24,Capricorn
463467,female,23,Pisces
4206523,female,25,Leo
3351823,female,17,Virgo
3889679,female,23,Sagittarius
735253,male,35,Scorpio
3505043,female,26,Pisces
2846774,male,42,Cancer
4276500,female,16,Leo
3714626,male,17,Scorpio
4061381,female,17,Aquarius
3827763,male,16,Sagittarius
3874472,male,23,Libra
4232378,male,27,Leo
3897583,male,17,Gemini
3809425,female,13,Scorpio
3463698,male,24,Cancer
3414024,female,24,Scorpio
4005806,female,17,Scorpio
3287909,male,27,Sagittarius
3763783,female,16,Capricorn
3466994,male,33,Aquarius
3644782,female,23,Libra
1981768,female,15,Aries
4223172,female,15,Scorpio
2991302,male,24,Libra
3788952,female,25,Leo
2299048,female,23,Virgo
3126039,female,17,Pisces
2704746,female,15,Sagittarius
3438923,female,23,Aries
4057510,female,34,Gemini
3964623,male,16,Gemini
3568103,female,16,Gemini
4261068,male,14,Scorpio
1288571,male,26,Leo
3369637,male,35,Sagittarius
1230289,female,24,Aries
3124532,female,26,Gemini
3874913,female,24,Capricorn
3448731,female,25,Cancer
3984669,male,24,Aries
3859959,male,27,Gemini
2016439,male,17,Libra
3834275,female,17,Pisces
1702600,male,15,Aries
3981661,female,13,Taurus
3857057,male,26,Virgo
4210215,female,25,Gemini
4024101,male,16,Leo
3981954,female,13,Gemini
3492963,male,15,Leo
4095054,female,23,Gemini
3822323,female,24,Aries
3972638,male,17,Aries
3982950,female,17,Aries
3456782,male,15,Capricorn
3198682,male,23,Sagittarius
3210437,male,24,Gemini
4146450,female,16,Aries
4061411,male,41,Pisces
3726296,male,25,Scorpio
3581383,female,47,Leo
2659721,female,16,Pisces
3698686,female,23,Sagittarius
4246722,male,13,Pisces
1239610,male,17,Scorpio
3955366,male,15,Gemini
3734929,male,23,Libra
2883344,female,24,Gemini
3895096,male,17,Scorpio
2895126,male,15,Sagittarius
4014228,male,33,Taurus
3609557,female,37,Capricorn
4003282,female,17,Aquarius
1302378,female,24,Sagittarius
3502960,female,15,Leo
3546185,male,14,Sagittarius
1591337,male,16,Taurus
4317294,male,17,Aquarius
674684,female,23,Libra
3982023,female,17,Sagittarius
3583684,female,25,Libra
4127892,female,23,Aquarius
3534025,male,24,Aries
3867073,male,15,Aries
4081644,male,33,Taurus
3724536,male,16,Scorpio
4134395,male,27,Aquarius
3685850,male,17,Gemini
3529454,male,25,Leo
477665,female,25,Leo
3567183,female,15,Virgo
3991197,male,16,Libra
4055207,female,26,Capricorn
3699072,female,23,Sagittarius
4091801,female,17,Capricorn
3321493,male,33,Taurus
1837230,male,24,Capricorn
3441506,female,26,Pisces
3754438,female,48,Aries
1253219,female,27,Sagittarius
3368331,female,34,Sagittarius
3548433,male,16,Libra
4002437,female,16,Aries
1241641,male,17,Capricorn
3915930,male,13,Sagittarius
3921486,male,17,Virgo
3802560,female,27,Leo
206770,male,24,Scorpio
3532367,male,33,Aries
3452948,female,35,Virgo
3531287,female,13,Aquarius
1470319,female,26,Libra
3538351,female,17,Sagittarius
928151,female,24,Libra
2781780,male,27,Cancer
4121521,male,24,Sagittarius
3991209,female,14,Pisces
2694370,male,27,Taurus
3554687,male,15,Taurus
4304957,male,16,Taurus
3598042,male,15,Pisces
3288783,male,23,Gemini
4150330,female,17,Cancer
3717498,female,16,Virgo
4276233,female,17,Aquarius
4306594,female,23,Taurus
3228857,female,15,Gemini
2266583,female,14,Cancer
3842760,female,14,Pisces
3587006,female,39,Sagittarius
3494693,female,23,Gemini
3595988,female,25,Taurus
3506037,male,33,Pisces
4161960,male,44,Aquarius
1315210,male,23,Aries
1259041,female,17,Taurus
3919410,male,14,Scorpio
4140825,female,25,Leo
3413724,male,24,Aries
4030073,male,14,Aquarius
3120725,male,24,Taurus
3556713,male,24,Virgo
3933932,female,27,Aries
3306553,female,25,Aries
3786604,female,14,Gemini
3827792,male,16,Virgo
3502170,male,23,Capricorn
3586256,male,25,Sagittarius
1399489,male,17,Virgo
3367942,male,23,Libra
4288150,female,43,Sagittarius
3536339,male,23,Sagittarius
3757062,female,17,Capricorn
3382628,female,14,Libra
3660887,male,17,Leo
1570566,male,16,Gemini
2282143,male,23,Gemini
4276846,male,14,Aries
2434719,female,23,Capricorn
3918259,female,15,Cancer
3596634,female,17,Cancer
4110475,female,25,Capricorn
1317513,male,17,Scorpio
3765968,female,34,Cancer
3666448,male,40,Scorpio
3065046,male,35,Leo
4157329,female,27,Cancer
3905703,female,16,Capricorn
3451143,female,23,Pisces
4019138,male,17,Capricorn
2538919,male,17,Leo
4313487,male,26,Sagittarius
3918642,female,14,Cancer
3722603,male,16,Capricorn
3502549,male,38,Leo
3546888,female,14,Cancer
3763202,female,23,Taurus
3461609,male,13,Capricorn
3732095,male,27,Libra
3631832,female,23,Pisces
3548078,female,15,Scorpio
4061460,male,37,Virgo
3443275,male,25,Cancer
4235154,female,16,Cancer
233277,male,25,Virgo
3875375,male,14,Libra
3669005,female,35,Libra
2922807,male,23,Capricorn
3503923,male,23,Aries
3577043,male,16,Pisces
4106405,male,48,Aquarius
3822298,male,14,Leo
2884135,male,26,Aries
3349864,male,14,Gemini
4210869,male,16,Scorpio
1756530,male,23,Leo
3660667,male,16,Gemini
3957105,female,47,Scorpio
3590233,male,17,Scorpio
4060123,male,34,Virgo
4052873,male,16,Gemini
3712430,male,37,Leo
2793000,male,15,Taurus
3662075,male,13,Libra
3988115,male,23,Virgo
3476335,female,27,Gemini
3340219,male,45,Virgo
3392925,male,26,Pisces
3464451,male,23,Aquarius
4286510,female,24,Gemini
2955007,female,26,Cancer
4298922,female,27,Virgo
3401901,female,15,Aquarius
4109616,female,26,Aries
2100992,male,17,Capricorn
3553772,female,24,Taurus
4141475,female,16,Capricorn
1057945,female,26,Leo
3543690,female,26,Libra
3806511,female,24,Virgo
4054828,female,26,Sagittarius
4317978,male,13,Virgo
3546552,female,16,Pisces
3554428,male,14,Sagittarius
4251949,female,23,Libra
3320648,female,16,Taurus
1224894,female,25,Sagittarius
4114949,male,16,Capricorn
3709783,male,24,Aquarius
3648527,female,43,Sagittarius
4108381,male,23,Leo
3389555,female,25,Libra
3037386,male,37,Taurus
3463066,female,15,Cancer
3562468,female,15,Sagittarius
2886787,female,39,Capricorn
3944847,male,17,Capricorn
3077147,female,17,Pisces
2205026,female,26,Libra
3815323,male,27,Aries
3970631,male,15,Sagittarius
1955799,male,33,Libra
1298624,male,25,Aries
4331590,female,23,Taurus
3552340,male,37,Libra
67459,male,34,Capricorn
4213837,male,16,Virgo
3343837,male,24,Capricorn
3335081,male,15,Taurus
2884030,male,16,Capricorn
3717146,male,13,Scorpio
4103179,male,17,Leo
2462056,male,15,Leo
984615,female,27,Aquarius
3338195,male,25,Scorpio
3361628,female,15,Virgo
4264682,male,16,Scorpio
4193283,male,24,Pisces
3870958,male,15,Aquarius
3835300,female,24,Cancer
3400405,female,40,Leo
4058677,male,25,Cancer
863416,female,25,Pisces
3954023,female,36,Aquarius
4047296,male,23,Pisces
3689254,female,35,Gemini
579034,female,17,Aquarius
4013834,female,46,Virgo
801102,female,23,Aquarius
298924,male,25,Gemini
3364899,male,17,Sagittarius
3302967,male,27,Taurus
3585092,female,15,Libra
2592730,male,16,Scorpio
1608709,male,25,Aries
3422553,male,16,Cancer
4177236,male,24,Aquarius
28451,male,27,Aquarius
1703038,female,24,Leo
3345491,male,26,Taurus
3785188,female,14,Gemini
3581231,male,17,Libra
3533261,female,13,Aquarius
2357060,female,15,Aries
4102045,female,17,Gemini
4223978,male,17,Libra
3470087,male,15,Gemini
3879020,male,24,Sagittarius
3456516,male,26,Capricorn
3353289,male,15,Libra
3329038,female,23,Gemini
3783158,female,14,Scorpio
1028257,male,26,Aries
3559449,male,27,Cancer
3844152,male,15,Libra
3587235,female,24,Taurus
3296635,female,23,Pisces
3694326,male,25,Leo
3626316,male,43,Pisces
3503201,male,27,Cancer
3474915,female,23,Sagittarius
4277242,male,15,Gemini
2819574,male,25,Sagittarius
3094936,female,27,Aquarius
661265,male,38,Gemini
734562,female,24,Libra
3915202,female,16,Sagittarius
4001482,female,16,Aries
3941859,female,15,Capricorn
3659513,female,33,Taurus
3580587,female,25,Virgo
3859559,male,16,Virgo
2895671,male,24,Aries
3333564,female,14,Sagittarius
3672033,male,23,Cancer
3879940,female,24,Pisces
3654666,male,24,Taurus
4291891,female,14,Pisces
3326447,male,15,Scorpio
4212814,male,13,Virgo
3837545,male,27,Cancer
3705162,female,35,Pisces
3506000,male,24,Aries
1856131,male,24,Gemini
3721556,male,16,Virgo
4089300,female,16,Pisces
3876303,female,17,Leo
3935108,male,40,Taurus
4008909,male,39,Gemini
3174354,male,26,Taurus
4021582,male,15,Leo
3753456,female,15,Virgo
3524885,female,34,Virgo
4225435,female,16,Aries
3364640,female,26,Sagittarius
3589252,male,15,Aquarius
3508590,female,27,Leo
3917970,male,15,Scorpio
3464354,male,13,Pisces
3400445,female,24,Leo
2251442,male,33,Cancer
3179651,male,16,Aries
4104037,female,16,Sagittarius
4276178,female,25,Taurus
3538960,male,26,Scorpio
2108549,female,27,Virgo
3766574,male,41,Pisces
2576386,male,46,Virgo
2620848,female,27,Cancer
4130817,female,17,Cancer
4018669,female,34,Aries
3847459,female,27,Capricorn
3530248,male,17,Leo
1592012,male,17,Aquarius
3517603,male,25,Virgo
4094511,male,27,Cancer
4040020,male,17,Capricorn
3353699,female,15,Gemini
4185342,female,23,Gemini
3802286,male,23,Capricorn
3204780,female,27,Libra
1063313,female,16,Libra
4093974,male,14,Leo
597769,male,16,Pisces
3606947,female,36,Cancer
3479692,male,25,Aries
1672374,female,37,Scorpio
4112600,female,24,Virgo
3989468,male,14,Aries
3390552,male,24,Leo
4208478,female,24,Scorpio
3860813,female,17,Pisces
3961048,male,37,Pisces
3822232,male,17,Aquarius
2304236,female,15,Scorpio
3174982,female,26,Aries
4223461,female,17,Cancer
2689647,male,24,Pisces
2045814,female,16,Aries
3970994,male,23,Capricorn
3582001,female,16,Libra
3434639,male,16,Libra
3848343,female,17,Taurus
4290297,female,13,Capricorn
4202469,female,24,Aries
3992239,male,25,Pisces
3945287,male,23,Aquarius
4257431,female,15,Aquarius
1674896,female,15,Capricorn
4033297,male,26,Virgo
3824754,female,27,Gemini
4112244,male,40,Capricorn
183163,male,27,Sagittarius
21828,male,40,Cancer
3553613,female,16,Sagittarius
4269293,male,27,Cancer
3739089,female,24,Pisces
4013711,male,26,Capricorn
2124679,female,14,Gemini
3827259,male,23,Cancer
4254374,female,17,Virgo
3502547,female,14,Sagittarius
3833729,female,23,Sagittarius
3903897,male,27,Sagittarius
3418197,male,25,Scorpio
3493337,female,23,Aquarius
3611632,female,13,Aries
3000240,male,17,Taurus
3979096,female,16,Virgo
3864625,female,13,Libra
3291190,female,24,Leo
3730314,male,37,Aries
4213323,male,25,Scorpio
3510563,female,27,Sagittarius
3575188,female,15,Taurus
2935999,male,16,Aries
3992091,female,26,Sagittarius
3848579,female,17,Aries
2710312,male,25,Cancer
4094935,male,34,Pisces
3661312,female,15,Leo
722746,female,48,Cancer
3743425,female,16,Virgo
3471510,male,15,Aquarius
3490402,female,14,Virgo
3559262,female,16,Cancer
3981596,female,13,Libra
2981416,male,17,Pisces
3896598,female,33,Gemini
817097,female,26,Taurus
889280,female,17,Aries
3493661,female,16,Leo
2142118,male,16,Aquarius
2543884,male,13,Pisces
3696893,male,26,Taurus
3239393,male,33,Sagittarius
1915405,female,24,Taurus
2698719,male,27,Sagittarius
2938170,male,17,Leo
4321212,male,17,Virgo
3466318,female,17,Pisces
1987183,male,23,Capricorn
4135998,female,26,Aries
4073048,female,15,Virgo
4118437,male,26,Capricorn
4127092,female,24,Pisces
4131297,male,25,Taurus
3570105,female,17,Aquarius
3374431,female,43,Capricorn
4152825,female,39,Taurus
3553589,female,25,Scorpio
2183217,male,16,Leo
3458994,female,15,Virgo
3809808,female,26,Capricorn
3810573,female,26,Scorpio
4272276,female,34,Taurus
3570475,female,16,Gemini
3542250,male,15,Aries
4199657,male,17,Leo
3353701,female,23,Sagittarius
4046316,male,16,Virgo
3768930,female,34,Libra
4272969,male,15,Aries
3809723,female,26,Sagittarius
2552845,male,15,Libra
3497026,female,17,Aries
3468715,female,25,Sagittarius
3361806,female,27,Gemini
3767660,female,23,Cancer
3887264,female,27,Aries
3293535,male,14,Virgo
1040084,male,17,Taurus
3322411,female,24,Aries
3660676,female,15,Taurus
3866617,male,23,Scorpio
3485519,female,13,Scorpio
3133847,male,24,Taurus
2438726,female,17,Virgo
3362588,female,14,Capricorn
2895658,male,15,Scorpio
2468264,female,35,Leo
3689384,male,13,Taurus
2147592,female,15,Aquarius
4061147,female,37,Leo
3553149,female,16,Pisces
1634149,female,39,Aquarius
3385304,male,14,Leo
4128941,male,46,Libra
3004488,female,13,Scorpio
3866694,male,26,Taurus
3301898,male,24,Leo
3649403,female,24,Leo
3441799,male,24,Aries
3982105,female,41,Virgo
2662581,male,25,Capricorn
3510929,male,33,Sagittarius
3370045,male,14,Virgo
3902852,female,25,Scorpio
3653570,male,24,Cancer
3626854,male,15,Sagittarius
3760271,female,15,Taurus
2798366,female,17,Taurus
4158226,male,41,Capricorn
2882452,male,16,Gemini
3155540,female,24,Sagittarius
3497011,female,14,Pisces
1710126,male,15,Libra
3900402,female,15,Cancer
3762424,female,23,Cancer
3490637,male,35,Gemini
3600967,female,33,Scorpio
4211445,female,27,Cancer
4067730,female,16,Sagittarius
2151828,male,17,Gemini
4285856,female,24,Cancer
4138502,female,24,Pisces
3466467,male,17,Scorpio
3338283,male,23,Gemini
4146745,female,24,Cancer
3930947,female,26,Gemini
2360704,male,33,Taurus
3718619,male,33,Gemini
3828548,male,34,Gemini
3996381,female,26,Capricorn
2690542,female,34,Pisces
3558161,male,16,Taurus
3659019,male,17,Taurus
3948533,female,41,Pisces
3786837,male,26,Leo
3391318,female,23,Capricorn
3180020,female,16,Cancer
3395340,male,27,Virgo
3836043,female,17,Leo
4154751,female,16,Virgo
4001785,male,15,Virgo
4051301,female,16,Sagittarius
3911980,male,17,Capricorn
4239803,male,17,Taurus
4239021,male,14,Leo
3558528,female,25,Leo
3654674,female,23,Leo
4214608,male,26,Virgo
3691458,male,13,Pisces
3839877,female,13,Gemini
3336583,female,27,Leo
3875398,female,26,Scorpio
4049493,male,34,Gemini
1425932,male,25,Aries
3943950,male,39,Cancer
3555958,female,16,Sagittarius
3401767,male,25,Aquarius
3878409,female,17,Scorpio
3610712,male,16,Cancer
3461532,female,25,Gemini
4311801,female,14,Aries
1325894,female,17,Cancer
3498336,male,15,Cancer
3292285,male,36,Aquarius
3932631,male,13,Taurus
3311908,female,15,Virgo
3388436,female,27,Pisces
4047069,male,16,Pisces
4315679,female,26,Cancer
3147759,female,17,Aquarius
3229549,male,25,Libra
4171436,male,26,Taurus
1629718,male,27,Libra
4130068,male,14,Cancer
3393140,male,23,Sagittarius
4111401,female,17,Libra
3770358,female,16,Capricorn
2639786,female,26,Aquarius
3985069,male,13,Virgo
3823931,female,41,Libra
4044880,male,24,Capricorn
3924311,male,27,Gemini
3648019,female,16,Virgo
3959980,male,26,Virgo
4112129,male,23,Leo
3876442,male,34,Aries
3986039,female,27,Taurus
3823888,male,15,Leo
3649483,female,24,Capricorn
3338236,female,26,Virgo
3622328,female,14,Cancer
3690862,female,24,Sagittarius
4234831,female,36,Taurus
3632486,male,25,Taurus
3770166,female,16,Sagittarius
3558898,male,26,Aquarius
3966664,male,16,Pisces
211214,male,37,Aquarius
4305271,male,17,Aries
983202,male,16,Gemini
3358268,male,24,Pisces
2211166,male,23,Taurus
3744511,female,24,Cancer
4213842,female,37,Libra
1500723,male,23,Cancer
3569618,female,26,Libra
3287545,male,16,Sagittarius
3533780,female,14,Capricorn
4239022,female,33,Aquarius
3413209,female,25,Sagittarius
3591232,female,14,Virgo
1853281,male,23,Cancer
3454871,male,13,Pisces
3736227,male,17,Aries
3838413,female,23,Aquarius
3882341,female,13,Taurus
3465750,female,23,Pisces
3776012,female,13,Taurus
3925910,male,15,Cancer
4313391,male,24,Gemini
4013631,female,27,Pisces
3430790,male,47,Cancer
4314398,female,16,Aries
3628088,female,17,Leo
3491782,female,25,Leo
1043785,female,26,Leo
4111148,female,27,Virgo
4288265,female,13,Leo
3358177,female,25,Gemini
4265352,female,16,Pisces
2159339,female,26,Aries
3966829,female,23,Aquarius
3527091,female,24,Scorpio
4056808,female,23,Virgo
1733718,female,24,Virgo
1833898,male,24,Pisces
3786987,female,16,Cancer
4015633,female,35,Taurus
3959814,male,15,Pisces
3570676,female,36,Taurus
3467164,female,13,Scorpio
3768200,female,13,Taurus
790651,male,33,Aquarius
2116991,male,33,Virgo
3136981,male,25,Virgo
3819645,female,24,Aquarius
1316855,male,25,Sagittarius
3306140,female,23,Pisces
1682363,female,26,Capricorn
3509378,female,16,Cancer
3910412,male,33,Leo
3337052,male,24,Aquarius
3700471,male,26,Aquarius
4109232,female,24,Leo
3420136,male,24,Taurus
2877883,female,16,Aries
3587587,male,17,Taurus
4051656,male,27,Aquarius
1796141,female,15,Taurus
3986177,female,16,Libra
4230472,male,24,Gemini
1077758,male,24,Scorpio
3429278,male,13,Pisces
1846741,female,37,Capricorn
4019335,male,13,Aries
3368311,male,26,Virgo
3293220,male,17,Virgo
3588944,female,23,Virgo
3354959,male,25,Sagittarius
4152565,female,26,Aries
956611,female,26,Gemini
3616338,female,25,Pisces
3967971,female,27,Scorpio
1618178,male,14,Scorpio
3501128,female,14,Gemini
2006544,male,17,Aries
892064,male,26,Sagittarius
3295370,male,17,Cancer
3809908,female,24,Cancer
673235,male,37,Capricorn
3820833,female,17,Gemini
2930795,male,23,Aquarius
4334802,female,15,Libra
3135386,female,16,Cancer
4007024,female,16,Taurus
4241454,female,14,Aries
3597312,male,36,Capricorn
3968354,female,25,Cancer
3759073,male,26,Aquarius
3381528,male,26,Leo
3921252,female,41,Virgo
2622830,female,16,Aquarius
2339309,male,25,Taurus
3674747,male,16,Aries
3938393,male,17,Scorpio
3943296,male,15,Scorpio
4312312,male,15,Taurus
4118828,male,36,Scorpio
3617419,female,15,Scorpio
9470,male,25,Aries
4156434,female,23,Cancer
3476107,female,25,Libra
3641085,male,13,Scorpio
3861595,female,15,Sagittarius
4238152,male,14,Capricorn
1935715,male,25,Pisces
3370124,male,15,Sagittarius
4269757,female,23,Aries
3347580,male,15,Aries
3860728,female,15,Scorpio
4071639,female,33,Taurus
3294603,male,15,Pisces
1225020,female,16,Scorpio
3789056,female,14,Aquarius
3940193,female,48,Aries
1594675,male,16,Gemini
2941884,male,33,Capricorn
3767221,male,23,Pisces
3742673,male,33,Sagittarius
2293441,male,25,Pisces
4013982,male,17,Gemini
4020224,male,16,Pisces
2914457,female,23,Cancer
4240981,female,17,Taurus
3945535,male,17,Cancer
1295794,female,26,Sagittarius
3814881,male,25,Aquarius
3919559,female,26,Sagittarius
3797701,female,25,Aquarius
854866,female,33,Pisces
3880669,male,37,Cancer
3470213,female,14,Leo
3115515,male,23,Gemini
3642905,male,36,Gemini
2988393,female,25,Sagittarius
2514359,male,43,Virgo
3578844,female,14,Scorpio
278367,female,16,Scorpio
4105191,male,39,Aquarius
4096493,male,14,Scorpio
3377986,female,14,Libra
3858208,female,16,Cancer
3956105,female,23,Sagittarius
3552415,male,25,Virgo
3695921,female,34,Gemini
3536819,female,17,Cancer
3510422,female,17,Libra
4177430,male,16,Virgo
3187723,female,14,Taurus
4136281,female,44,Virgo
3877064,female,23,Libra
4064280,male,24,Cancer
3064878,male,15,Aries
3296491,male,27,Taurus
4233925,female,25,Virgo
4174285,male,17,Capricorn
3836687,male,17,Aries
3859515,male,14,Libra
3666084,female,24,Pisces
3691058,male,14,Cancer
3956796,male,24,Taurus
4253431,male,24,Aries
4150147,female,17,Gemini
3951226,male,17,Cancer
3949801,male,23,Aries
3421759,male,14,Leo
3537660,female,25,Sagittarius
3949045,female,23,Sagittarius
3094486,male,27,Gemini
3760558,male,36,Aquarius
2539406,male,23,Cancer
3303032,male,25,Sagittarius
3034139,male,14,Pisces
1044338,female,23,Leo
3352385,male,23,Pisces
3530776,female,25,Pisces
3294876,male,26,Taurus
3711979,female,25,Pisces
3634906,female,16,Leo
4111770,female,16,Libra
3798564,female,13,Sagittarius
3137693,male,14,Libra
3707823,male,17,Pisces
1901727,female,41,Scorpio
1066127,male,23,Taurus
3492473,female,14,Aquarius
3718981,female,23,Taurus
4220868,male,15,Libra
3345248,female,17,Aquarius
3785770,male,16,Pisces
3423146,female,42,Aries
4223444,female,15,Gemini
4136006,male,16,Pisces
3695852,female,16,Scorpio
3242831,male,16,Taurus
4225018,male,14,Taurus
4050996,female,14,Leo
3544826,female,37,Sagittarius
3160507,female,47,Leo
4160427,female,14,Virgo
3350341,female,35,Cancer
3763421,male,14,Aquarius
3613347,male,15,Cancer
3941460,male,15,Sagittarius
3911383,male,24,Aries
4257291,male,23,Capricorn
3233495,female,34,Aquarius
3676100,male,25,Capricorn
3235729,female,15,Taurus
3496773,male,24,Taurus
3545123,female,26,Scorpio
3894887,female,15,Gemini
3907671,female,23,Scorpio
1735274,female,15,Virgo
4028812,male,16,Taurus
4057810,male,25,Cancer
4005307,male,16,Pisces
3354234,male,23,Taurus
1547685,male,14,Leo
2341023,male,17,Gemini
3722636,male,17,Virgo
669719,male,26,Taurus
3632463,male,16,Scorpio
2541686,male,15,Aries
3866713,male,24,Cancer
3838215,female,23,Gemini
3815948,female,27,Capricorn
1446030,female,17,Aquarius
3076775,female,16,Scorpio
3466316,female,16,Sagittarius
3539593,male,23,Cancer
3570596,male,17,Pisces
3678735,male,15,Libra
3447046,male,24,Virgo
3753644,male,27,Aquarius
2527364,female,27,Pisces
4198013,male,23,Aquarius
1432215,female,35,Aries
3494066,female,15,Virgo
3210443,male,15,Aries
3903337,female,27,Cancer
3457177,male,25,Capricorn
3203222,female,37,Leo
4130175,female,16,Cancer
4237370,male,24,Aquarius
3744924,female,14,Aries
3320360,male,27,Capricorn
3678305,female,23,Sagittarius
3960955,female,14,Sagittarius
3435468,male,25,Gemini
4121823,male,15,Aries
3612176,female,26,Aries
4320353,female,23,Virgo
3572305,male,16,Leo
4141585,female,23,Gemini
3251136,male,15,Libra
3889401,male,23,Taurus
4098379,female,23,Leo
4072014,male,25,Cancer
3372051,female,13,Virgo
3693210,male,35,Gemini
1390907,female,37,Leo
3375335,female,24,Pisces
4093166,female,16,Capricorn
3324498,male,35,Sagittarius
4003093,male,26,Leo
4130869,male,26,Sagittarius
4126181,male,34,Leo
4155300,male,16,Libra
3593583,male,26,Cancer
3460493,male,23,Scorpio
2826867,male,17,Pisces
3299468,male,46,Libra
4216936,female,15,Aquarius
3381142,female,14,Sagittarius
3729884,male,15,Pisces
4245580,male,16,Scorpio
3894688,female,23,Capricorn
4215134,male,24,Cancer
2839210,male,23,Virgo
3857809,male,25,Gemini
3672367,female,48,Aries
4183570,female,25,Gemini
154141,male,24,Aries
4174582,female,17,Gemini
4161006,male,44,Aries
3885559,male,23,Aries
3439882,female,27,Leo
3317891,male,24,Libra
3941500,male,24,Cancer
4272895,male,25,Cancer
4185953,female,23,Aries
3609843,female,13,Sagittarius
3539224,female,17,Leo
3518789,female,33,Scorpio
3931866,female,16,Virgo
3370825,male,14,Scorpio
3983856,female,14,Virgo
4166299,female,14,Sagittarius
4244206,male,39,Virgo
3526698,female,27,Capricorn
2650099,female,14,Leo
3486293,male,24,Libra
3762202,male,24,Sagittarius
4220482,female,27,Aquarius
3936287,female,23,Scorpio
3883716,female,24,Aries
3381096,male,23,Leo
4063342,male,39,Virgo
3149005,female,16,Cancer
3946628,male,15,Cancer
4164300,male,34,Sagittarius
2349691,male,26,Aquarius
3458045,female,13,Capricorn
3579468,female,26,Scorpio
3735765,female,45,Aries
3921499,female,13,Libra
3449535,male,24,Pisces
2123946,female,24,Capricorn
1409523,male,17,Scorpio
3541469,male,13,Scorpio
75671,male,36,Aries
3607427,female,16,Scorpio
3349298,female,16,Taurus
3576987,female,24,Virgo
3714436,male,27,Cancer
3378664,male,25,Gemini
4013625,male,25,Pisces
876950,male,26,Scorpio
3752123,female,17,Cancer
3495822,male,23,Sagittarius
3541144,male,13,Libra
3472321,male,45,Leo
2182958,male,15,Libra
3843860,female,14,Leo
3916226,male,24,Taurus
4256976,male,24,Capricorn
4270172,female,27,Scorpio
611477,female,16,Libra
3711843,male,17,Virgo
3088706,female,14,Capricorn
3580456,male,26,Libra
3368442,female,25,Cancer
4126191,female,15,Taurus
3212073,male,23,Taurus
3590558,female,14,Pisces
3635277,male,17,Capricorn
1162051,female,23,Scorpio
3706109,male,39,Leo
3527208,female,36,Cancer
4088662,male,25,Libra
4029233,female,13,Aquarius
4102345,female,33,Aquarius
3524507,female,13,Sagittarius
3856485,female,39,Leo
2909850,male,23,Capricorn
2972526,female,25,Virgo
3289422,male,23,Sagittarius
3250626,female,23,Virgo
2985647,male,15,Virgo
3627490,female,16,Gemini
4035633,female,13,Taurus
1931055,female,25,Gemini
4221253,female,17,Sagittarius
3734069,female,24,Scorpio
3587693,female,16,Aries
4076925,male,14,Libra
3710639,male,16,Cancer
3603449,female,26,Virgo
4011857,male,15,Aries
4081713,male,15,Aquarius
4034112,male,17,Leo
3644349,male,24,Pisces
2871780,male,24,Scorpio
3907659,male,17,Aries
4030446,female,14,Scorpio
765488,male,25,Virgo
1889734,male,25,Cancer
3786069,male,35,Leo
4311920,male,24,Virgo
4333708,female,23,Taurus
3661496,female,16,Pisces
3970197,female,16,Pisces
3926387,male,17,Capricorn
4260779,male,25,Pisces
4108361,female,15,Taurus
3947477,female,34,Pisces
3392089,male,13,Libra
3451011,female,38,Scorpio
3911293,female,25,Scorpio
4148427,female,27,Aquarius
3971299,male,40,Taurus
2802337,male,15,Virgo
3678437,male,25,Gemini
3223706,female,15,Virgo
3913440,female,17,Leo
3438556,male,23,Aquarius
4126143,female,17,Aries
3047403,male,17,Leo
3922426,female,46,Libra
4257795,female,38,Capricorn
3142830,female,27,Virgo
3441833,male,24,Capricorn
4086038,female,14,Pisces
3986257,female,15,Gemini
3828440,male,24,Libra
3523403,female,17,Libra
3554776,female,14,Capricorn
4226080,female,25,Cancer
3043043,female,23,Virgo
4108175,female,26,Virgo
4164667,male,23,Libra
2543400,male,17,Capricorn
3727613,female,15,Virgo
3390012,male,26,Pisces
4167485,male,14,Cancer
1492818,female,47,Aries
3037216,male,15,Pisces
3085370,female,17,Libra
3544838,male,23,Capricorn
2182666,female,17,Pisces
2872279,male,16,Taurus
3066719,male,27,Pisces
4162840,male,17,Virgo
3417527,male,16,Libra
4144687,female,25,Libra
3587533,female,16,Virgo
3620856,male,14,Scorpio
4051025,male,17,Gemini
3333994,male,23,Aquarius
3743892,male,15,Taurus
3317230,male,25,Gemini
3546022,female,16,Cancer
3766692,female,17,Pisces
3970018,male,15,Sagittarius
3491965,male,16,Cancer
4089678,female,16,Pisces
4170329,female,23,Aries
4024554,male,24,Scorpio
3553078,female,15,Pisces
3785096,female,37,Capricorn
4231485,female,14,Aries
3653838,female,15,Sagittarius
4188752,female,14,Taurus
4054493,female,39,Sagittarius
4066576,female,27,Leo
4122992,female,24,Libra
3930958,female,43,Aquarius
